,index,question,model_answer,student_answer,grade,source,ID,Duplicate_ID,student_answer_paraphrased,model_answer_paraphrased
351,351,how are linked lists passed as arguments to a function?,by reference.,you send a pointer to an object of the linkedlist class,0.5,mohler_dataset_edited.csv,4,32,Send the pointer to the Linklist object.,by reference.
1215,1215,how are linked lists passed as arguments to a function?,by reference.,a method with access to a linked list's head pointer as access to the entire list,0.8,mohler_dataset_edited.csv,4,32,a method for accessing head points on linked lists as opposed to the entire list.,by reference.
2060,2060,how are arrays passed to functions?,by reference.,st you must specify the array name without brackets and then the array name and size are passed as two arguments in the function call.,0.8,short_answer_grading.csv,0,32,"You have to specify the name of the array without bracketing and when calling functions, it and its size are passed to two arguments.",by reference.
2804,2804,how are arrays passed to functions?,by reference.,"the function receives both the array and the array size as parameters. function -lrb- array name, array size -rrb-",0.8,short_answer_grading.csv,0,32,"The function receives both array and array size as parameters. The name of the array, the array size, and the rrb.",by reference.
468,468,how are linked lists passed as arguments to a function?,by reference.,by the head of the list. it takes the head address and traverses from there on in.,0.8,mohler_dataset_edited.csv,4,32,From the head of the list. It takes the head address and traverses it from there to there.,by reference.
3420,3420,how are linked lists passed as arguments to a function?,by reference.,"the linked list object contains the head, through which the other elements are accessible.",0.7,short_answer_grading.csv,0,32,The linked list object contains the head of the other elements accessible.,by reference.
799,799,how are arrays passed to functions?,by reference.,arrays are passed by reference.,1.0,mohler_dataset_edited.csv,4,32,The array is passed as a reference.,by reference.
2693,2693,how are arrays passed to functions?,by reference.,"in two parts, the array itself, and it is size, so that the function it is being passed to can avoid out of bounds errors.",0.8,short_answer_grading.csv,0,32,The array is two parts and is the size so that the function passed to it can avoid errors out of bounds.,by reference.
2537,2537,how are arrays passed to functions?,by reference.,"function -lrb- int [], int length -rrb-",0.8,short_answer_grading.csv,0,32,lrb-int (long) rrb-,by reference.
2517,2517,how are linked lists passed as arguments to a function?,by reference.,the head object is passed to the function,0.7,short_answer_grading.csv,0,32,The head object passes through the function.,by reference.
4066,532,how are arrays passed to functions?,by reference.,"the function reads the variables, stores them. then returns the what ever the variable reads.   the function then prints the content of the array.",0.5,short_answer_grading.csv,0,32,A function reads and stores variables. The function then returns the reads of the variables. The function then prints out the contents of the array.,by reference.
1589,1589,how are arrays passed to functions?,by reference.,"function( int [], int length)",0.8,mohler_dataset_edited.csv,4,32,Int function (int) of int length.,by reference.
1475,1475,how are linked lists passed as arguments to a function?,by reference.,as a pointer node.,0.6,mohler_dataset_edited.csv,4,32,like a point node.,by reference.
0,0,how are linked lists passed as arguments to a function?,by reference.,"linked lists permit insertion and removal of nodes at any point in the list in constant time,[1] but do not allow random access.",0.3,mohler_dataset_edited.csv,4,32,The linked list permits nodes to be inserted and removed at any point in the list continuously (see 1 ) but does not allow random access.,by reference.
2234,2234,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,multi-dimensional arrays are stored in memory by rows.,1.0,short_answer_grading.csv,0,33,A multi-dimensional array is stored in memory in rows.,by rows.
3346,3346,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,stored by rows,1.0,short_answer_grading.csv,0,33,stored in rows.,by rows.
3373,3373,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,by row and column,0.5,short_answer_grading.csv,0,33,in rows and columns.,by rows.
2565,2565,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,by-dimensional arrays are stored by rows,1.0,short_answer_grading.csv,0,33,"The array is stored row by row, in dimensions.",by rows.
3400,3400,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,"a by a is row by column.   so a is rows, and a is columns.   since the length of the row is not needed when passing the array to the function, this leads me to believe that by-dimensional arrays are stored by rows at a time.",1.0,short_answer_grading.csv,0,33,a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a) a,by rows.
2813,2813,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,by column.,0.2,short_answer_grading.csv,0,33,Columnist.,by rows.
4082,548,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,a-by-a. by row-column.,0.8,short_answer_grading.csv,0,33,a-by-a,by rows.
2832,2832,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,"a by-dimensional or two-dimensional array is stored in a row-column matrix.   where the first index indicates the row and the second indicates the column.   this means that when array elements are accessed in the order in which they are actually stored in memory, the right index changes faster than the left.",0.9,short_answer_grading.csv,0,33,"The two-dimensional array is stored in a column row matrix where the first index indicates rows and the second index indicates columns. This means that when accessing the array elements in the order that is actually stored in memory, the right index changes faster than the left index.",by rows.
2604,2604,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,rows,1.0,short_answer_grading.csv,0,33,Row.,by rows.
2212,2212,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,by rows of rows,1.0,short_answer_grading.csv,0,33,in rows.,by rows.
4414,880,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,they are stored in memory in rows.,1.0,short_answer_grading.csv,0,33,They are stored in a row in memory.,by rows.
2359,2359,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,by-dimensional arrays are stored by row,1.0,short_answer_grading.csv,0,33,The array is stored in rows by dimension.,by rows.
2852,2852,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,columns,0.2,short_answer_grading.csv,0,33,Column.,by rows.
2504,2504,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,"both, they are stored in separate sections.",0.5,short_answer_grading.csv,0,33,Both of them are stored in a separate section.,by rows.
3024,3024,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,no answer,0.2,short_answer_grading.csv,0,33,No answer.,by rows.
2370,2370,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,by rows,1.0,short_answer_grading.csv,0,33,In rows.,by rows.
2548,2548,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,"usually it is by rows then followed by the column, but it is up to the programmer to determine how values are stored in by-dimensional arrays.",0.5,short_answer_grading.csv,0,33,"Then the columns are usually followed by rows, but it's up to the programmers to determine how the values are stored in an array of dimensions.",by rows.
4241,707,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,"by rows, then columns.",0.9,short_answer_grading.csv,0,33,In rows and columns then.,by rows.
4191,657,"how are by-dimensional arrays stored in memory, by rows or by columns?",by rows.,by rows.,1.0,short_answer_grading.csv,0,33,Row upon row.,by rows.
1001,1001,how are objects initialized when they are created?,by using constructors.,"by declaring the class first, the name of the variable, and then any variables that need to be put in the constructor.  ex. class myclass(x, y)",1.0,mohler_dataset_edited.csv,4,34,"First, declare a class with its name and variable name, then declare any variable that needs to be put into a construct. For example, Myclass and variable.",by using constructors.
2461,2461,how are objects initialized when they are created?,by using constructors.,object name class name -lrb-  -rrb-  ; to call a function from the class: object name. function -lrb-  -rrb-  ;,0.3,short_answer_grading.csv,0,34,Object name * LRb-rrb- class * Calls to classes functions (Object name).,by using constructors.
1040,1040,how are objects initialized when they are created?,by using constructors.,objectname classname();  to call a function from the class:  objectname.funciton();,0.2,mohler_dataset_edited.csv,4,34,"a href=""http://www.cnet.com/classes/classname/classname.php"">Classname classname(); - Use it to call classes functions such as a href=""http://www.cnet.com/classname.php"">Classname()/a>.",by using constructors.
4211,677,how are objects initialized when they are created?,by using constructors.,"with the default constructor for that object in its class. if no constructor is specified, it uses the default system constructor.",0.9,short_answer_grading.csv,0,34,"Has default constructors for those classes objects. If the constructor is not specified, it uses default system constructors.",by using constructors.
1318,1318,how are objects initialized when they are created?,by using constructors.,"obj. are initialized by the variables that call them, when they are created within a class.   e.i. classname objectname etc.",0.5,mohler_dataset_edited.csv,4,34,"The variable that calls them initializes them when they are created in a class. For example, class names, object names, etc.",by using constructors.
2705,2705,how are objects initialized when they are created?,by using constructors.,initialized using the same name as the class,0.5,short_answer_grading.csv,0,34,The class started using the same name.,by using constructors.
693,693,how are objects initialized when they are created?,by using constructors.,objects are initialized by stating the classname first then assigning a name to the object. within the object's ( ) is a place where it can be initialized.,0.7,mohler_dataset_edited.csv,4,34,The object is initialized by stating the classname first and then assigning the name to the object. The object is the place where the object can be initialized.,by using constructors.
3818,284,how are objects initialized when they are created?,by using constructors.,using constructor,1.0,mohler_dataset_edited.csv,4,34,The construction is used.,by using constructors.
3151,3151,how are objects initialized when they are created?,by using constructors.,"obj. are initialized by the variables that call them, when they are created within a class. a. i. class name object name etc.",0.5,short_answer_grading.csv,0,34,"The variable that calls them initializes them when they are created in a class. For example, class names, object names, etc.",by using constructors.
1839,1839,how are objects initialized when they are created?,by using constructors.,"if you had a class grade book, you would initialize it in your main function by use of a constructor in the grade book class.   if no constructor is specified or found, a plus plus will use a default one with no parameters.   grade book grade book;   in this bit of code, the class grade book has been initialized as object grade book.",1.0,short_answer_grading.csv,0,34,If plus uses a construct that doesn't have a parameter (if it doesn't specify a constructor or if it doesn't find one) then in your main function you initialize a class grade book using constructors in a grade book class (this is one of these code bits).,by using constructors.
1421,1421,how are objects initialized when they are created?,by using constructors.,they are initialized as a named instance of the template formed by the class. this named instance can then be modified to be different from the class that it was created from.,0.7,mohler_dataset_edited.csv,4,34,They are initialized as names instances of class-forming templates. This instance of names can then be modified to be different from the class it was created from.,by using constructors.
3605,71,how are objects initialized when they are created?,by using constructors.,they are initialized to a value dependent on the compiler,0.2,mohler_dataset_edited.csv,4,34,They are initialized with values depending on the compiler.,by using constructors.
2480,2480,how are objects initialized when they are created?,by using constructors.,class name object name -lrb- input parameters -rrb-  ;,0.6,short_answer_grading.csv,0,34,"Class name, object name, input parameter, rrb",by using constructors.
3675,141,how are objects initialized when they are created?,by using constructors.,objects are usually initialized at the beginning of the program and are initialized usually in the main function. they are initialized after the class's name.,0.5,mohler_dataset_edited.csv,4,34,Objects are usually initialized at the beginning of the program and usually in the main function. They are initialized after the class name.,by using constructors.
4439,905,how are objects initialized when they are created?,by using constructors.,"the value is specified after declaration, it can initialized anywhere between the declaration and the corresponding.",0.5,short_answer_grading.csv,0,34,The value is specified after the declaration and can be initialized anywhere between declaration and correspondance.,by using constructors.
1466,1466,how are objects initialized when they are created?,by using constructors.,"they are initialized with a "" . "" (dot) between the constructor and the object being created.",0.4,mohler_dataset_edited.csv,4,34,They are initialized with a dot ( ),by using constructors.
1442,1442,how are objects initialized when they are created?,by using constructors.,"variables are set to a given value, or 0 if none is given.",0.2,mohler_dataset_edited.csv,4,34,Set a variable to a given value or both.,by using constructors.
4016,482,how are objects initialized when they are created?,by using constructors.,"with the default constructor for that object in its class.  if no constructor is specified, it uses the default system constructor.",0.9,mohler_dataset_edited.csv,4,34,"Has default constructors for those classes objects. If the constructor is not specified, it uses default system constructors.",by using constructors.
2351,2351,how are objects initialized when they are created?,by using constructors.,"objects are initialized essentially as copies of the corresponding classes, complete with their own separate variables.",0.5,short_answer_grading.csv,0,34,"Essentially, the object is initialized as a copy of the corresponding class, complete with its own separate variable.",by using constructors.
593,593,how are objects initialized when they are created?,by using constructors.,"&lt;variable type&gt; &lt;variable name&gt;; or, if you want to initialize a variable to a certain value, &lt;variable type&gt; &lt;variable name&gt; = &lt;value&gt;;",0.5,mohler_dataset_edited.csv,4,34,Or if you want to initialize variables with certain values.,by using constructors.
598,598,how are objects initialized when they are created?,by using constructors.,"objects are initialized by giving the object a type, name, and initial value",0.5,mohler_dataset_edited.csv,4,34,"The object is initialized by giving it a type, name and initial value.",by using constructors.
1344,1344,how are objects initialized when they are created?,by using constructors.,"when the object is initialized, its constructor is called (whether one is provided or c++ assigns a default constructor).",1.0,mohler_dataset_edited.csv,4,34,"Whether the constructor is provided or default constructor assigned by C++, the constructor of the object is called when the object is initialized.",by using constructors.
1659,1659,how are objects initialized when they are created?,by using constructors.,"if the object refers to a class, the constructor(s) will initialize the objects based on return type and parameters passed. compiler will auto-create one if one is not provided.",1.0,mohler_dataset_edited.csv,4,34,"If the object refers to a class, the constructor initializes the object based on the type of return and the passed parameters. If the object is not provided, the compiler automatically creates one.",by using constructors.
870,870,how are objects initialized when they are created?,by using constructors.,memory is allocated in accordance with their type and initialization input.,0.4,mohler_dataset_edited.csv,4,34,Memory is allocated according to its type and initialization input.,by using constructors.
156,156,how are objects initialized when they are created?,by using constructors.,classname objectname(input parameters);,0.6,mohler_dataset_edited.csv,4,34,"Classname, Objectname, and Input Parameter.",by using constructors.
2572,2572,how are objects initialized when they are created?,by using constructors.,objects are usually initialized at the beginning of the program and are initialized usually in the main function.   they are initialized after the class 'a name.,0.5,short_answer_grading.csv,0,34,Objects are usually initialized at the beginning of the program and usually in the main function. They are initialized after the class name.,by using constructors.
4151,617,how are objects initialized when they are created?,by using constructors.,in.   grade book grade book -lrb-  -rrb-  ; call upon the class and then give it a name like shown,0.3,short_answer_grading.csv,0,34,In a grade book. Call the class and then name it like a show.,by using constructors.
2041,2041,how are objects initialized when they are created?,by using constructors.,they are initialized as a named instance of the template formed by the class.   this named instance can then be modified to be different from the class that it was created from.,0.7,short_answer_grading.csv,0,34,They are initialized as names instances of class-forming templates. This instance of names can then be modified to be different from the class it was created from.,by using constructors.
1214,1214,how are objects initialized when they are created?,by using constructors.,not answered,0.0,mohler_dataset_edited.csv,4,34,No answer.,by using constructors.
3003,3003,how are objects initialized when they are created?,by using constructors.,objects are initialized by a value given.   when an object is defined for a certain task.,0.5,short_answer_grading.csv,0,34,The object is initialized with the given value. When the object is defined with a certain task.,by using constructors.
3455,3455,how are objects initialized when they are created?,by using constructors.,"they are initialized with a "".    ""    -lrb- dot -rrb- between the constructor and the object being created.",0.5,short_answer_grading.csv,0,34,They are initialized with a *.,by using constructors.
4353,819,how are objects initialized when they are created?,by using constructors.,"if the object refers to a class, the constructor -lrb- a -rrb- will initialize the objects based on return type and parameters passed.   compiler will auto-create one if one is not provided.",1.0,short_answer_grading.csv,0,34,"If an object refers to a class, the constructor lrb-a-rrb- initializes the object based on return type and passed parameters. If not, the compiler automatically creates one.",by using constructors.
4468,934,how are objects initialized when they are created?,by using constructors.,"when the object is initialized, its constructor is called -lrb- whether one is provided or a plus plus assigns a default constructor -rrb-  .",1.0,short_answer_grading.csv,0,34,Whether the construct is provided or a plus and/or default construct is called lrb when the object is initialized.,by using constructors.
816,816,how are objects initialized when they are created?,by using constructors.,they are initialized with a constructor.,1.0,mohler_dataset_edited.csv,4,34,They are initialized as constructs.,by using constructors.
4198,664,how are objects initialized when they are created?,by using constructors.,"by declaring the class first, the name of the variable, and then any variables that need to be put in the constructor.   sex.   class my class -lrb- a, a -rrb-",1.0,short_answer_grading.csv,0,34,"The class is first declared as a variable name and then any variable that needs to be put into a constructor is declared. Sex. My class is lrb-a, a-rrb-.",by using constructors.
1740,1740,how are objects initialized when they are created?,by using constructors.,"constructors; default when not provided by user, or programmer specified constructors.",1.0,short_answer_grading.csv,0,34,"If no construct is provided that the user or programmers specify, then the construct is default.",by using constructors.
1593,1593,how are objects initialized when they are created?,by using constructors.,when the class is called by the constructor,0.7,mohler_dataset_edited.csv,4,34,When the constructors call the classes.,by using constructors.
1584,1584,how are objects initialized when they are created?,by using constructors.,objects are initialized by a value given.  when an object is defined for a certain task.,0.4,mohler_dataset_edited.csv,4,34,The object is initialized with the given value. When the object is defined with a certain task.,by using constructors.
4258,724,how are objects initialized when they are created?,by using constructors.,objects are initialized by stating the class name first then assigning a name to the object.   within the object 'a -lrb-  -rrb- is a place where it can be initialized.,0.7,short_answer_grading.csv,0,34,The object is initialized first by stating the class name and then by assigning the name to the object. a-lrb-rrb- is where the object can be initialized.,by using constructors.
2053,2053,how are objects initialized when they are created?,by using constructors.,"; or, if you want to initialize a variable to a certain value, equals;",0.5,short_answer_grading.csv,0,34,"Or if you want to initialize variables with certain values, it's equal.",by using constructors.
2030,2030,how are objects initialized when they are created?,by using constructors.,by giving them a value,0.3,short_answer_grading.csv,0,34,by giving them value.,by using constructors.
466,466,how are objects initialized when they are created?,by using constructors.,"the value is specified after declaration,  it can initialized anywhere between the declaration and the corresponding }.",0.5,mohler_dataset_edited.csv,4,34,The value is specified after the declaration and can be initialized between the declaration and the correspondent.,by using constructors.
1550,1550,how are objects initialized when they are created?,by using constructors.,"if you had a class gradebook, you would initialize it in your main function by use of a constructor in the gradebook class.  if no constructor is specified or found, c++ will use a default one with no parameters.  gradebook mygradebook;  in this bit of code, the class gradebook has been initialized as object mygradebook.",1.0,mohler_dataset_edited.csv,4,34,"If you have a class gradebook, you initialize it in your main function using constructors in a gradebook class. If it isn't specified or found, C++ will use default constructors without parameters. In this code bit, it's class gradebooks (Mygradebook Mygradebook).",by using constructors.
933,933,how are objects initialized when they are created?,by using constructors.,they are initialized to 0,0.2,mohler_dataset_edited.csv,4,34,They were initialized as 0%.,by using constructors.
1580,1580,how are objects initialized when they are created?,by using constructors.,objects are assigned a space in memory when they are created. the name given to the object points to the memory address where the objects data resides.,0.2,mohler_dataset_edited.csv,4,34,The memory space is assigned to an object when it is created. The name given to the object points to the memory address where its data reside.,by using constructors.
108,108,how are objects initialized when they are created?,by using constructors.,ie. gradebook mygradebook();  call upon the class and then give it a name like shown,0.2,mohler_dataset_edited.csv,4,34,Mygradebook is an example of Grades Mygradebook. A class is called upon and then given a name like a show.,by using constructors.
3585,51,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"in classification, output values are always discrete. in regression, output values are continuous",0.5,asag_dataset.csv,2,35,Output values are always discrete in classification; they continue in regression.,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3596,62,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,classification: classification is done between the classes. the machine determines to what class the data belongs to. regression: regression is a expecting output for an input. the machine learns from the given data and models a function and when new input is given it expects the output. difference: classification is discrete output where as regression is a continuous output.,0.5,asag_dataset.csv,2,35,"Classification between classes. Machine determines which class belongs to which data. Machine learns from the data given, models functions, expects output when given new input. Output Expected regression. Distinct classifications differ from continuous regression.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3534,0,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"classification is type of problem where algorithm needs to sap rate the one data class from the another data class. if there is 2 classes cd , cd . algorithm classify the given data into these two classes. it is discreet process. regression is the predicting the next point depending on the previous points. it is continuous process.",0.5,asag_dataset.csv,2,35,"Classification is a type of problem where an algorithm needs to rate one data class to another in the sap. If the algorithm classifies the given data into these two classes, it is two cds. Continuous and discreet process. Predicting the next point based on previous points.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3564,30,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,classification is a problem of categorization into discrete classes where as regression is a problem in a continuous space where the goal is to ether minimize or maximize a cost function. classification is the process of dividing a set of discrete inputs into classes corresponding to similar patterns such as clustering. regression could be finding a pattern of the distribution of the data such as fitting a line.,0.5,asag_dataset.csv,2,35,"Classification is a problem with class classification, but regression is a continuous space where the goal is to minimize or maximize cost functions (line fit) ether. A pattern of data distribution can be found in regression. A process of dividing a set of discrete inputs into classes that correspond to patterns such as clustering.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3561,27,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,classification is the problem where the input data has to be put in two or more classes distinctively different from each other. for example in case of binary classification on class can be -1 and the other +1 regression on the other hand is data fitting. the main aim is to find a hyperplane which can fit a given input pattern.,0.5,asag_dataset.csv,2,35,"Classification is a problem, input data must be put into at least two classes, distinct from each other. Binary class classification can equal a score on the scale and other regressions equal a score on the scale, but the main aim is to find a hyperplane that can fit the given input pattern.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3558,24,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"classification is supervised learning where underlying function representing the training data is learn from training data to predict classes of data points or patterns drawn from similar distribution as of training data. weights of the neural network are learned to minimize the error in classification. regression is supervised learning algorithm where underlying function representing the training data is learn from training data to predict the value of label or output of some system for new data point or pattern of similar type. weights of the neural network are learned to minimize the error in prediction of function. differences.  : 1. output of classification is discrete ( class 1,2,3 ) whereas output of regression is continuous 2. error in classification is number of wrong classifications whereas error in classification regression is distance between table value and predicted value",1.0,asag_dataset.csv,2,35,supervised classification: Learning from training data - drawn from distributed data - the function representations that predict new data points or patterns (weights of nuclear networks) to minimize errors in prediction of function. Classification outputs are not equal in one way to separate.,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3557,23,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"in classification task the aim to separate data in different classes, such that output of in gives value of class index for each input point. a.a in the task is to classify binary data, then the output of the in will 0 or 1, and each value, represent on class. in case of regression task, the aim is to fit data, namely a function that perform input-output mapping. output of in in this case, will be error value, such that we know how close is out function fitted to data points.",0.5,asag_dataset.csv,2,35,"In order to give each input point a class index value, the aim is to separate the data into different classes. In the case of a regression task, the function performing the mapping of input and output is to fit the data. Binary data are classified, a = 0 and each = 1.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3537,3,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"classification: in classification, the output produced by the in is a discrete value which indicates which class the input belongs to. regression: in regression, the output produced by the in is a continuous variable. this could be used for instance, to approximate a continuous function.",0.5,asag_dataset.csv,2,35,"Classification of output produced by things in as discrete values indicating class belonging to the input. Regression of output produced by things in as a continuous variable. For example, this can be used to approximate continuous function.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3601,67,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"classification means mapping input data a class label, for example 1 and -1. in regression on the other hand a continuous function is learned in way that of(a)  - of(a) is minimized, where of(a) is the function learned by a learning machine and of(a) is the original function.",0.5,asag_dataset.csv,2,35,"Classification is mapping input data to a class label (e.g. 1 and 1), while continuous function learning is done by regression, minimizing function a learned by the learning machine and the original function a.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3572,38,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"a hyperplane is given by a = a*a + a . regression wants to determine a classification wants to assign a class to a set of observations. regression wants to determine separating hyperplane, classification wants to label data points with a class",0.5,asag_dataset.csv,2,35,"Given a = a in a hyperplane, regression wants to determine classification, but wants to assign classes to a set of observations, regression wants to determine a separate hyperplane, classification wants to label data points as classes.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3588,54,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"the approach of classification is to classify sets of input data into their correct classes (for example, used in pattern recognition). the approach of regression is to approx mize to a defined function of by calculating the error between this function and the result of an algorithm. the difference is that, the classification approach is applied to a discrete data (the samples are the different points of the input space), and regression is an an logic approach where the whole function must be approx mize (for any input given).",0.5,asag_dataset.csv,2,35,"(ii) Classifying a set of input data into its correct class (using pattern recognition) * Regression approaches are based on the approximation of defined functions to calculate error between defined functions and algorithmic results, different from applying the classification approach to discrete data (the sample is a discrete point in input space) and the whole approximation must be done on the sample.",classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3549,15,explain classification and regression; what is the difference?,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. ,"in classification the goal is to sap rates points into different classes. the outcome is a class table. regression try to fit a hyperplane to a point cloud best, so that future data is represented by that hyperplane best (los). it try to minimize the distance to all data points. the outcome is a counting us variable.",0.5,asag_dataset.csv,2,35,Classification to sap rate points from different classes. Class table outcome. Regression tries to fit hyperplanes into point clouds to represent the best future data for hyperplanes. Best to minimize distance between all data points. Variable count outcome.,classification is a task of mapping data to discrete labels while regression is a task which maps data to a continuous function or real values. error in classification is the number of misclassifications while in regression is the summed distance between the true and predicted values. 
3593,59,describe: the structure on an can.,"convolutional neural network consists of many layers such as a convolutional layer that has kernels which convolve over the input image, an activation layer (relu activation), pooling layer (max or average pooling), and one or more fully connected layers followed by softmax layer.","a can 1. starts with a input, where we perform the convolution, which provides a piece of activation. 2. next it is being sent through the activation layer otherwise known as the detection layer. 3. then the final stage is the pooling.",0.5,asag_dataset.csv,2,36,"a) First, the input where we will perform convolving to provide the activation piece can be started with ""a"" (a) Next it will be sent through the activation layer (which if not, is known as the detection layer) to the next. Then to the third stage, the pool.","convolutional neural network consists of many layers such as a convolutional layer that has kernels which convolve over the input image, an activation layer (relu activation), pooling layer (max or average pooling), and one or more fully connected layers followed by softmax layer."
3535,1,describe: the structure on an can.,"convolutional neural network consists of many layers such as a convolutional layer that has kernels which convolve over the input image, an activation layer (relu activation), pooling layer (max or average pooling), and one or more fully connected layers followed by softmax layer.",a can consists of one or more convolution layers as well as sub sampling or pooling layers followed by a fully connected standard fun. in the convolution layer kernels are used to create feature maps. a kernel is smaller matrix that is applied to all possible positions on the input matrix. in the pooling stage the dimension of the feature map is reduced. for example by max pooling.,0.5,asag_dataset.csv,2,36,"a) A feature map can consist of at least one convolving layer, or a sub sample layer, or the following: * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *","convolutional neural network consists of many layers such as a convolutional layer that has kernels which convolve over the input image, an activation layer (relu activation), pooling layer (max or average pooling), and one or more fully connected layers followed by softmax layer."
